Title,Raw_Price,Raw_Area,Raw_BHK,Locality,lat,lon
Premium 2 BHK in Greenwood Valley,"₹ 4,253,410 /- Only",1197 Sq-Ft,2 BHK,Greenwood Valley,12.986604710139538,77.76146257949215
Premium 3 BHK in Riverside Estates,"₹ 6,596,150 /- Only",1884 Sq-Ft,3 BHK,Riverside Estates,13.027664459806461,77.54449737421369
Premium 3 BHK in Riverside Estates,"₹ 6,156,989 /- Only",1760 Sq-Ft,3 BHK,Riverside Estates,13.02158851024062,77.5500284015952
Premium 3 BHK in Silicon Suburbs,"₹ 6,244,725 /- Only",1795 Sq-Ft,3 BHK,Silicon Suburbs,12.934158729926846,77.62698006066013
Premium 3 BHK in Downtown Core,"₹ 9,330,861 /- Only",1816 Sq-Ft,3 BHK,Downtown Core,12.97595263654124,77.60096589300215
Premium 3 BHK in Greenwood Valley,"₹ 6,625,863 /- Only",1926 Sq-Ft,3 BHK,Greenwood Valley,12.98333463102099,77.75598128002139
Premium 3 BHK in Riverside Estates,"₹ 6,779,986 /- Only",2003 Sq-Ft,3 BHK,Riverside Estates,13.022397618696607,77.55345846691957
Premium 4 BHK in Greenwood Valley,"₹ 9,058,255 /- Only",2643 Sq-Ft,4 BHK,Greenwood Valley,12.976315400896908,77.75722620569204
Premium 4 BHK in Riverside Estates,"₹ 9,831,896 /- Only",2982 Sq-Ft,4 BHK,Riverside Estates,13.022725645917417,77.53309171954832
Premium 2 BHK in Greenwood Valley,"₹ 4,539,771 /- Only",1300 Sq-Ft,2 BHK,Greenwood Valley,12.982449935527445,77.75395028529344
Premium 1 BHK in Downtown Core,"₹ 3,492,774 /- Only",705 Sq-Ft,1 BHK,Downtown Core,12.983167760263639,77.59415048678838
Premium 3 BHK in Silicon Suburbs,"₹ 5,761,569 /- Only",1682 Sq-Ft,3 BHK,Silicon Suburbs,12.930739592810896,77.62248682096659
Premium 3 BHK in Silicon Suburbs,"₹ 6,308,387 /- Only",1852 Sq-Ft,3 BHK,Silicon Suburbs,12.926790612401488,77.6292587549574
Premium 1 BHK in Silicon Suburbs,"₹ 2,152,428 /- Only",652 Sq-Ft,1 BHK,Silicon Suburbs,12.933495171670494,77.61844778256511
Premium 2 BHK in Silicon Suburbs,"₹ 4,354,051 /- Only",1249 Sq-Ft,2 BHK,Silicon Suburbs,12.93292539350614,77.63085431050895
Premium 2 BHK in Greenwood Valley,"₹ 4,100,845 /- Only",1145 Sq-Ft,2 BHK,Greenwood Valley,12.977343205463784,77.75692296530218
Premium 2 BHK in Riverside Estates,"₹ 3,837,494 /- Only",1128 Sq-Ft,2 BHK,Riverside Estates,13.020931577767907,77.54388438504677
Premium 1 BHK in Riverside Estates,"₹ 2,526,766 /- Only",735 Sq-Ft,1 BHK,Riverside Estates,13.030462425872953,77.53406411551535
Premium 1 BHK in Downtown Core,"₹ 3,172,422 /- Only",591 Sq-Ft,1 BHK,Downtown Core,12.973986834417897,77.60485843451264
Premium 3 BHK in Greenwood Valley,"₹ 6,019,263 /- Only",1685 Sq-Ft,3 BHK,Greenwood Valley,12.975789611221368,77.75618170146707
Premium 1 BHK in Silicon Suburbs,"₹ 2,390,604 /- Only",672 Sq-Ft,1 BHK,Silicon Suburbs,12.930325156948577,77.62835848712231
Premium 4 BHK in Riverside Estates,"₹ 8,459,367 /- Only",2402 Sq-Ft,4 BHK,Riverside Estates,13.032782135676827,77.53079007034259
Premium 1 BHK in Greenwood Valley,"₹ 2,288,727 /- Only",717 Sq-Ft,1 BHK,Greenwood Valley,12.991113160433358,77.74153739737469
Premium 2 BHK in Downtown Core,"₹ 6,748,814 /- Only",1340 Sq-Ft,2 BHK,Downtown Core,12.981003646764846,77.59859508276853
Premium 3 BHK in Greenwood Valley,"₹ 6,551,593 /- Only",1953 Sq-Ft,3 BHK,Greenwood Valley,12.98464354642427,77.75906313116383
Premium 4 BHK in Downtown Core,"₹ 14,096,129 /- Only",2789 Sq-Ft,4 BHK,Downtown Core,12.97887601749718,77.58705449953389
Premium 4 BHK in Greenwood Valley,"₹ 8,560,878 /- Only",2439 Sq-Ft,4 BHK,Greenwood Valley,12.984756300259777,77.75436517483341
Premium 4 BHK in Silicon Suburbs,"₹ 8,052,911 /- Only",2266 Sq-Ft,4 BHK,Silicon Suburbs,12.931667581950931,77.63301848423582
Premium 3 BHK in Silicon Suburbs,"₹ 6,441,000 /- Only",1898 Sq-Ft,3 BHK,Silicon Suburbs,12.934485979736365,77.62890915481753
Premium 3 BHK in Downtown Core,"₹ 8,930,090 /- Only",1716 Sq-Ft,3 BHK,Downtown Core,12.960292941040633,77.5897973797967
Premium 3 BHK in Riverside Estates,"₹ 7,197,344 /- Only",2110 Sq-Ft,3 BHK,Riverside Estates,13.03609284548475,77.53269276616834
Premium 1 BHK in Greenwood Valley,"₹ 2,174,833 /- Only",581 Sq-Ft,1 BHK,Greenwood Valley,12.984486463070061,77.73986098740164
Premium 4 BHK in Greenwood Valley,"₹ 8,995,295 /- Only",2693 Sq-Ft,4 BHK,Greenwood Valley,12.989520935464078,77.75525606929392
Premium 4 BHK in Riverside Estates,"₹ 9,016,252 /- Only",2694 Sq-Ft,4 BHK,Riverside Estates,13.037504480659766,77.5455747079357
Premium 4 BHK in Riverside Estates,"₹ 9,256,799 /- Only",2692 Sq-Ft,4 BHK,Riverside Estates,13.037327596065415,77.55167479526884
Premium 2 BHK in Silicon Suburbs,"₹ 4,446,888 /- Only",1302 Sq-Ft,2 BHK,Silicon Suburbs,12.928714806098483,77.62919140330104
Premium 1 BHK in Downtown Core,"₹ 3,321,864 /- Only",633 Sq-Ft,1 BHK,Downtown Core,12.978338390530146,77.60195979534204
Premium 4 BHK in Downtown Core,"₹ 12,922,410 /- Only",2492 Sq-Ft,4 BHK,Downtown Core,12.959717080436393,77.59155316630851
Premium 3 BHK in Riverside Estates,"₹ 6,469,137 /- Only",1887 Sq-Ft,3 BHK,Riverside Estates,13.030935981382386,77.53914491892961
Premium 1 BHK in Silicon Suburbs,"₹ 2,281,273 /- Only",643 Sq-Ft,1 BHK,Silicon Suburbs,12.938981275952932,77.61634156551477
Premium 3 BHK in Greenwood Valley,"₹ 7,009,990 /- Only",2024 Sq-Ft,3 BHK,Greenwood Valley,12.975751202319094,77.74961511776218
Premium 2 BHK in Silicon Suburbs,"₹ 3,993,114 /- Only",1110 Sq-Ft,2 BHK,Silicon Suburbs,12.92488944413616,77.6273937598481
Premium 1 BHK in Greenwood Valley,"₹ 2,110,168 /- Only",631 Sq-Ft,1 BHK,Greenwood Valley,12.988060946763479,77.74358615319514
Premium 3 BHK in Greenwood Valley,"₹ 7,113,667 /- Only",2089 Sq-Ft,3 BHK,Greenwood Valley,12.973481469309771,77.75971101894362
Premium 2 BHK in Riverside Estates,"₹ 4,629,515 /- Only",1348 Sq-Ft,2 BHK,Riverside Estates,13.03788944913524,77.53121950234748
Premium 2 BHK in Riverside Estates,"₹ 4,570,797 /- Only",1355 Sq-Ft,2 BHK,Riverside Estates,13.026911976132261,77.52980208474497
Premium 4 BHK in Downtown Core,"₹ 11,883,966 /- Only",2279 Sq-Ft,4 BHK,Downtown Core,12.965758393810304,77.58404516775346
Premium 2 BHK in Riverside Estates,"₹ 3,859,833 /- Only",1113 Sq-Ft,2 BHK,Riverside Estates,13.02082314211059,77.55284562490833
Premium 3 BHK in Riverside Estates,"₹ 7,555,081 /- Only",2234 Sq-Ft,3 BHK,Riverside Estates,13.021563904773663,77.53556403001053
Premium 2 BHK in Downtown Core,"₹ 6,932,495 /- Only",1381 Sq-Ft,2 BHK,Downtown Core,12.982922110776848,77.59656467176603
Premium 2 BHK in Silicon Suburbs,"₹ 3,925,672 /- Only",1154 Sq-Ft,2 BHK,Silicon Suburbs,12.931937487784074,77.62057073107988
Premium 2 BHK in Riverside Estates,"₹ 4,161,604 /- Only",1157 Sq-Ft,2 BHK,Riverside Estates,13.025955589884944,77.54192991226714
Premium 3 BHK in Riverside Estates,"₹ 6,019,224 /- Only",1696 Sq-Ft,3 BHK,Riverside Estates,13.024760121871626,77.53220247368547
Premium 2 BHK in Riverside Estates,"₹ 4,307,995 /- Only",1253 Sq-Ft,2 BHK,Riverside Estates,13.028841252808748,77.55249380594643
Premium 4 BHK in Greenwood Valley,"₹ 8,566,137 /- Only",2514 Sq-Ft,4 BHK,Greenwood Valley,12.98501573471647,77.74046496774886
Premium 2 BHK in Greenwood Valley,"₹ 5,057,372 /- Only",1481 Sq-Ft,2 BHK,Greenwood Valley,12.99220642181165,77.75217698151167
Premium 2 BHK in Silicon Suburbs,"₹ 4,164,031 /- Only",1212 Sq-Ft,2 BHK,Silicon Suburbs,12.93515746278396,77.63431205994097
Premium 4 BHK in Downtown Core,"₹ 14,444,807 /- Only",2887 Sq-Ft,4 BHK,Downtown Core,12.982972206119952,77.60601601201034
Premium 1 BHK in Downtown Core,"₹ 3,501,844 /- Only",718 Sq-Ft,1 BHK,Downtown Core,12.97301645298704,77.59750294203867
Premium 4 BHK in Silicon Suburbs,"₹ 9,160,840 /- Only",2715 Sq-Ft,4 BHK,Silicon Suburbs,12.931009361456049,77.61983060031388
Premium 3 BHK in Greenwood Valley,"₹ 5,900,243 /- Only",1685 Sq-Ft,3 BHK,Greenwood Valley,12.992606833223775,77.73811870136606
Premium 2 BHK in Downtown Core,"₹ 7,200,716 /- Only",1397 Sq-Ft,2 BHK,Downtown Core,12.966367050003626,77.5963927701244
Premium 4 BHK in Silicon Suburbs,"₹ 8,318,377 /- Only",2387 Sq-Ft,4 BHK,Silicon Suburbs,12.921385138331306,77.61576181649372
Premium 2 BHK in Silicon Suburbs,"₹ 4,535,604 /- Only",1380 Sq-Ft,2 BHK,Silicon Suburbs,12.930934413780477,77.6324515303003
Premium 2 BHK in Riverside Estates,"₹ 4,368,775 /- Only",1272 Sq-Ft,2 BHK,Riverside Estates,13.039267017556567,77.5437245279649
Premium 3 BHK in Silicon Suburbs,"₹ 6,978,749 /- Only",2101 Sq-Ft,3 BHK,Silicon Suburbs,12.916888413998985,77.62742293850619
Premium 4 BHK in Silicon Suburbs,"₹ 7,675,978 /- Only",2211 Sq-Ft,4 BHK,Silicon Suburbs,12.92190643636571,77.62690835259335
Premium 3 BHK in Downtown Core,"₹ 10,941,988 /- Only",2197 Sq-Ft,3 BHK,Downtown Core,12.964837315599326,77.5974041948014
Premium 1 BHK in Riverside Estates,"₹ 2,052,985 /- Only",586 Sq-Ft,1 BHK,Riverside Estates,13.034443752173235,77.5314280433661
Premium 4 BHK in Riverside Estates,"₹ 8,253,312 /- Only",2406 Sq-Ft,4 BHK,Riverside Estates,13.01905868732212,77.53035342180782
Premium 4 BHK in Greenwood Valley,"₹ 9,066,498 /- Only",2619 Sq-Ft,4 BHK,Greenwood Valley,12.992337818359067,77.74893780997564
Premium 1 BHK in Greenwood Valley,"₹ 2,363,855 /- Only",745 Sq-Ft,1 BHK,Greenwood Valley,12.977037054502894,77.74411771090664
Premium 1 BHK in Greenwood Valley,"₹ 2,314,224 /- Only",725 Sq-Ft,1 BHK,Greenwood Valley,12.97770900507675,77.75945034786668
Premium 1 BHK in Greenwood Valley,"₹ 2,046,427 /- Only",621 Sq-Ft,1 BHK,Greenwood Valley,12.988519248381452,77.75822757934475
Premium 3 BHK in Downtown Core,"₹ 10,721,597 /- Only",2085 Sq-Ft,3 BHK,Downtown Core,12.971203708623456,77.59711948183146
Premium 3 BHK in Downtown Core,"₹ 8,918,363 /- Only",1710 Sq-Ft,3 BHK,Downtown Core,12.96600891987263,77.60586279167298
Premium 2 BHK in Silicon Suburbs,"₹ 4,580,538 /- Only",1348 Sq-Ft,2 BHK,Silicon Suburbs,12.931680395043411,77.63276259018252
Premium 2 BHK in Silicon Suburbs,"₹ 3,955,121 /- Only",1087 Sq-Ft,2 BHK,Silicon Suburbs,12.925253263796314,77.6253374695603
Premium 2 BHK in Downtown Core,"₹ 6,391,239 /- Only",1221 Sq-Ft,2 BHK,Downtown Core,12.972318227872348,77.59608811432331
Premium 3 BHK in Riverside Estates,"₹ 6,183,433 /- Only",1803 Sq-Ft,3 BHK,Riverside Estates,13.021404067572762,77.55130821153315
Premium 4 BHK in Greenwood Valley,"₹ 9,079,276 /- Only",2722 Sq-Ft,4 BHK,Greenwood Valley,12.98323047135144,77.75590819803196
Premium 2 BHK in Riverside Estates,"₹ 4,445,706 /- Only",1285 Sq-Ft,2 BHK,Riverside Estates,13.040109912014572,77.5454859825055
Premium 3 BHK in Greenwood Valley,"₹ 6,001,079 /- Only",1707 Sq-Ft,3 BHK,Greenwood Valley,12.987371710737946,77.74287491451912
Premium 1 BHK in Greenwood Valley,"₹ 1,993,304 /- Only",533 Sq-Ft,1 BHK,Greenwood Valley,12.98916531787956,77.75336961854086
Premium 1 BHK in Riverside Estates,"₹ 2,227,647 /- Only",694 Sq-Ft,1 BHK,Riverside Estates,13.035515934613553,77.53041726042454
Premium 3 BHK in Riverside Estates,"₹ 7,165,556 /- Only",2117 Sq-Ft,3 BHK,Riverside Estates,13.02697768355385,77.53958888058165
Premium 4 BHK in Silicon Suburbs,"₹ 7,893,527 /- Only",2240 Sq-Ft,4 BHK,Silicon Suburbs,12.931076295774504,77.62501557193485
Premium 2 BHK in Silicon Suburbs,"₹ 4,647,380 /- Only",1416 Sq-Ft,2 BHK,Silicon Suburbs,12.934175118079741,77.63206763611029
Premium 3 BHK in Greenwood Valley,"₹ 6,217,793 /- Only",1840 Sq-Ft,3 BHK,Greenwood Valley,12.989347928949314,77.76002238882381
Premium 4 BHK in Riverside Estates,"₹ 7,996,225 /- Only",2240 Sq-Ft,4 BHK,Riverside Estates,13.03563814848034,77.55198233577144
Premium 3 BHK in Greenwood Valley,"₹ 6,473,384 /- Only",1876 Sq-Ft,3 BHK,Greenwood Valley,12.970833684530694,77.76179413446717
Premium 2 BHK in Riverside Estates,"₹ 4,602,411 /- Only",1309 Sq-Ft,2 BHK,Riverside Estates,13.023032219631284,77.546569995883
Premium 2 BHK in Greenwood Valley,"₹ 4,444,953 /- Only",1253 Sq-Ft,2 BHK,Greenwood Valley,12.97663874142729,77.75258995339495
Premium 3 BHK in Downtown Core,"₹ 11,108,809 /- Only",2202 Sq-Ft,3 BHK,Downtown Core,12.97797429582799,77.58611736571541
Premium 4 BHK in Riverside Estates,"₹ 8,217,298 /- Only",2341 Sq-Ft,4 BHK,Riverside Estates,13.039386993533657,77.54682537174301
Premium 3 BHK in Riverside Estates,"₹ 6,924,562 /- Only",2014 Sq-Ft,3 BHK,Riverside Estates,13.018380145399584,77.53042972946872
Premium 2 BHK in Downtown Core,"₹ 7,511,841 /- Only",1474 Sq-Ft,2 BHK,Downtown Core,12.959723237877482,77.59202384690545
Premium 3 BHK in Silicon Suburbs,"₹ 7,358,760 /- Only",2212 Sq-Ft,3 BHK,Silicon Suburbs,12.917323088264748,77.61965401829191
Premium 3 BHK in Riverside Estates,"₹ 6,679,973 /- Only",1947 Sq-Ft,3 BHK,Riverside Estates,13.024692188167288,77.54529589697475
Premium 2 BHK in Riverside Estates,"₹ 4,456,885 /- Only",1320 Sq-Ft,2 BHK,Riverside Estates,13.039615842058051,77.54514416257877
Premium 3 BHK in Silicon Suburbs,"₹ 6,999,108 /- Only",2105 Sq-Ft,3 BHK,Silicon Suburbs,12.919870130883329,77.63521880149239
Premium 1 BHK in Silicon Suburbs,"₹ 2,479,945 /- Only",792 Sq-Ft,1 BHK,Silicon Suburbs,12.917923866428408,77.6220721044656
Premium 3 BHK in Greenwood Valley,"₹ 7,411,371 /- Only",2170 Sq-Ft,3 BHK,Greenwood Valley,12.982045811124966,77.75054113639557
Premium 3 BHK in Downtown Core,"₹ 10,339,592 /- Only",2006 Sq-Ft,3 BHK,Downtown Core,12.965227356817442,77.59562871608723
Premium 2 BHK in Silicon Suburbs,"₹ 5,047,592 /- Only",1507 Sq-Ft,2 BHK,Silicon Suburbs,12.922044749811569,77.63273163102795
Premium 1 BHK in Silicon Suburbs,"₹ 2,342,823 /- Only",702 Sq-Ft,1 BHK,Silicon Suburbs,12.927766052565193,77.63694911675299
Premium 3 BHK in Riverside Estates,"₹ 6,853,920 /- Only",2041 Sq-Ft,3 BHK,Riverside Estates,13.036468160919313,77.54982914125223
Premium 3 BHK in Downtown Core,"₹ 10,059,151 /- Only",1971 Sq-Ft,3 BHK,Downtown Core,12.980531814486678,77.59034683794995
Premium 1 BHK in Riverside Estates,"₹ 1,912,022 /- Only",580 Sq-Ft,1 BHK,Riverside Estates,13.027935385835999,77.53316309291615
Premium 1 BHK in Greenwood Valley,"₹ 2,027,225 /- Only",626 Sq-Ft,1 BHK,Greenwood Valley,12.982731709725476,77.74883678212267
Premium 3 BHK in Downtown Core,"₹ 8,948,971 /- Only",1710 Sq-Ft,3 BHK,Downtown Core,12.973201598262625,77.59797838809172
Premium 4 BHK in Riverside Estates,"₹ 9,245,434 /- Only",2717 Sq-Ft,4 BHK,Riverside Estates,13.033002620360303,77.53243596556464
Premium 2 BHK in Greenwood Valley,"₹ 4,169,511 /- Only",1213 Sq-Ft,2 BHK,Greenwood Valley,12.981754871562629,77.75346287502119
Premium 1 BHK in Greenwood Valley,"₹ 2,225,647 /- Only",624 Sq-Ft,1 BHK,Greenwood Valley,12.991738143562868,77.75811843692445
Premium 3 BHK in Riverside Estates,"₹ 6,662,764 /- Only",1993 Sq-Ft,3 BHK,Riverside Estates,13.033303066530165,77.53639656120616
Premium 1 BHK in Downtown Core,"₹ 3,610,781 /- Only",716 Sq-Ft,1 BHK,Downtown Core,12.972645450741698,77.60282991186901
Premium 1 BHK in Silicon Suburbs,"₹ 2,446,801 /- Only",679 Sq-Ft,1 BHK,Silicon Suburbs,12.922686140310402,77.63023268353385
Premium 2 BHK in Silicon Suburbs,"₹ 4,057,317 /- Only",1144 Sq-Ft,2 BHK,Silicon Suburbs,12.926711974490686,77.6284968445257
Premium 4 BHK in Riverside Estates,"₹ 9,106,457 /- Only",2712 Sq-Ft,4 BHK,Riverside Estates,13.021284595160253,77.55222572471966
Premium 3 BHK in Downtown Core,"₹ 9,375,327 /- Only",1801 Sq-Ft,3 BHK,Downtown Core,12.96251501498569,77.59274196210617
Premium 2 BHK in Silicon Suburbs,"₹ 4,349,992 /- Only",1257 Sq-Ft,2 BHK,Silicon Suburbs,12.931868537486288,77.61725975797141
Premium 2 BHK in Greenwood Valley,"₹ 4,673,262 /- Only",1406 Sq-Ft,2 BHK,Greenwood Valley,12.978332817084251,77.73922716681598
Premium 1 BHK in Downtown Core,"₹ 2,959,437 /- Only",558 Sq-Ft,1 BHK,Downtown Core,12.979211464782898,77.58535572820445
Premium 2 BHK in Silicon Suburbs,"₹ 4,175,694 /- Only",1172 Sq-Ft,2 BHK,Silicon Suburbs,12.923836508095878,77.62516241530406
Premium 4 BHK in Greenwood Valley,"₹ 8,751,256 /- Only",2515 Sq-Ft,4 BHK,Greenwood Valley,12.979499495687097,77.75563382184848
Premium 4 BHK in Downtown Core,"₹ 12,119,242 /- Only",2329 Sq-Ft,4 BHK,Downtown Core,12.976736373006416,77.59745852928822
Premium 2 BHK in Silicon Suburbs,"₹ 4,521,233 /- Only",1341 Sq-Ft,2 BHK,Silicon Suburbs,12.920456779468504,77.63295353710403
Premium 4 BHK in Greenwood Valley,"₹ 8,858,961 /- Only",2543 Sq-Ft,4 BHK,Greenwood Valley,12.992180829318789,77.75957934234908
Premium 2 BHK in Downtown Core,"₹ 6,297,484 /- Only",1197 Sq-Ft,2 BHK,Downtown Core,12.967327164044493,77.60513124034696
Premium 4 BHK in Greenwood Valley,"₹ 8,922,156 /- Only",2606 Sq-Ft,4 BHK,Greenwood Valley,12.987701060907241,77.7554050776482
Premium 1 BHK in Downtown Core,"₹ 3,120,335 /- Only",583 Sq-Ft,1 BHK,Downtown Core,12.969328836124067,77.58886988900322
Premium 4 BHK in Downtown Core,"₹ 13,109,804 /- Only",2558 Sq-Ft,4 BHK,Downtown Core,12.97437004547543,77.6032372044978
Premium 1 BHK in Silicon Suburbs,"₹ 2,331,469 /- Only",697 Sq-Ft,1 BHK,Silicon Suburbs,12.939888939130357,77.63392726868386
Premium 2 BHK in Silicon Suburbs,"₹ 4,114,087 /- Only",1218 Sq-Ft,2 BHK,Silicon Suburbs,12.922775941695116,77.62492668964693
Premium 4 BHK in Downtown Core,"₹ 13,840,518 /- Only",2722 Sq-Ft,4 BHK,Downtown Core,12.979591720721293,77.5876251778729
Premium 1 BHK in Riverside Estates,"₹ 2,145,037 /- Only",629 Sq-Ft,1 BHK,Riverside Estates,13.021630856375788,77.53163367530722
Premium 4 BHK in Riverside Estates,"₹ 8,376,114 /- Only",2445 Sq-Ft,4 BHK,Riverside Estates,13.033950751422518,77.5529198892705
Premium 2 BHK in Riverside Estates,"₹ 4,500,490 /- Only",1349 Sq-Ft,2 BHK,Riverside Estates,13.038513104695147,77.53258196127013
Premium 4 BHK in Silicon Suburbs,"₹ 9,101,104 /- Only",2687 Sq-Ft,4 BHK,Silicon Suburbs,12.938504294192844,77.62627993660342
Premium 1 BHK in Downtown Core,"₹ 3,366,001 /- Only",646 Sq-Ft,1 BHK,Downtown Core,12.959604247498852,77.5886109112994
Premium 3 BHK in Greenwood Valley,"₹ 6,333,448 /- Only",1840 Sq-Ft,3 BHK,Greenwood Valley,12.987273091031295,77.75526675124038
Premium 4 BHK in Downtown Core,"₹ 11,794,536 /- Only",2296 Sq-Ft,4 BHK,Downtown Core,12.971280733296732,77.602674429961
Premium 4 BHK in Riverside Estates,"₹ 9,350,244 /- Only",2729 Sq-Ft,4 BHK,Riverside Estates,13.016812483132853,77.54811445894755
Premium 3 BHK in Riverside Estates,"₹ 5,701,987 /- Only",1655 Sq-Ft,3 BHK,Riverside Estates,13.039563876793997,77.52980024286393
Premium 2 BHK in Greenwood Valley,"₹ 4,741,176 /- Only",1424 Sq-Ft,2 BHK,Greenwood Valley,12.9902722182501,77.74099535928167
Premium 1 BHK in Downtown Core,"₹ 3,506,335 /- Only",684 Sq-Ft,1 BHK,Downtown Core,12.982670533347783,77.58490300052456
Premium 4 BHK in Downtown Core,"₹ 11,668,099 /- Only",2270 Sq-Ft,4 BHK,Downtown Core,12.979614746661284,77.58334125782777
Premium 3 BHK in Greenwood Valley,"₹ 6,209,503 /- Only",1771 Sq-Ft,3 BHK,Greenwood Valley,12.978581129431342,77.75585069072912
Premium 2 BHK in Silicon Suburbs,"₹ 4,400,368 /- Only",1241 Sq-Ft,2 BHK,Silicon Suburbs,12.929434873690354,77.62877134366748
Premium 2 BHK in Silicon Suburbs,"₹ 3,958,375 /- Only",1111 Sq-Ft,2 BHK,Silicon Suburbs,12.923021976840712,77.63281409542722
Premium 1 BHK in Silicon Suburbs,"₹ 2,422,729 /- Only",721 Sq-Ft,1 BHK,Silicon Suburbs,12.936794729915844,77.63102849152874
Premium 3 BHK in Downtown Core,"₹ 9,543,660 /- Only",1872 Sq-Ft,3 BHK,Downtown Core,12.96777716114148,77.60610666047583
Premium 1 BHK in Riverside Estates,"₹ 2,357,953 /- Only",682 Sq-Ft,1 BHK,Riverside Estates,13.028993165837715,77.53482525686528
Premium 1 BHK in Greenwood Valley,"₹ 2,508,799 /- Only",752 Sq-Ft,1 BHK,Greenwood Valley,12.979645531544055,77.74605022619424
Premium 4 BHK in Greenwood Valley,"₹ 8,291,285 /- Only",2408 Sq-Ft,4 BHK,Greenwood Valley,12.978330236762497,77.74410379357579
Premium 1 BHK in Downtown Core,"₹ 3,372,321 /- Only",653 Sq-Ft,1 BHK,Downtown Core,12.97185058534806,77.58981319799543
Premium 1 BHK in Greenwood Valley,"₹ 2,414,972 /- Only",719 Sq-Ft,1 BHK,Greenwood Valley,12.988200002459786,77.75868384797154
Premium 1 BHK in Downtown Core,"₹ 3,505,735 /- Only",685 Sq-Ft,1 BHK,Downtown Core,12.962418282362636,77.5941656953529
Premium 3 BHK in Greenwood Valley,"₹ 6,797,565 /- Only",1954 Sq-Ft,3 BHK,Greenwood Valley,12.987085363602196,77.75881314542875
Premium 4 BHK in Silicon Suburbs,"₹ 8,983,646 /- Only",2602 Sq-Ft,4 BHK,Silicon Suburbs,12.937270630440889,77.63637618402709
Premium 3 BHK in Riverside Estates,"₹ 6,678,955 /- Only",1950 Sq-Ft,3 BHK,Riverside Estates,13.034002992596735,77.54324508778888
Premium 4 BHK in Silicon Suburbs,"₹ 8,531,511 /- Only",2437 Sq-Ft,4 BHK,Silicon Suburbs,12.92730739325356,77.62377239833285
Premium 1 BHK in Downtown Core,"₹ 2,943,284 /- Only",582 Sq-Ft,1 BHK,Downtown Core,12.96711309393752,77.59821683846403
Premium 4 BHK in Silicon Suburbs,"₹ 8,360,512 /- Only",2435 Sq-Ft,4 BHK,Silicon Suburbs,12.923880923063171,77.63337725403989
Premium 3 BHK in Riverside Estates,"₹ 6,048,506 /- Only",1698 Sq-Ft,3 BHK,Riverside Estates,13.033971968986052,77.53793320861668
Premium 2 BHK in Riverside Estates,"₹ 4,507,868 /- Only",1309 Sq-Ft,2 BHK,Riverside Estates,13.017553956766031,77.55027508834287
Premium 2 BHK in Greenwood Valley,"₹ 4,999,541 /- Only",1522 Sq-Ft,2 BHK,Greenwood Valley,12.981792595710576,77.74062259439756
